,alt,target,error,pid_result
0,47,47,0,0
1,47,47,0,0
2,46,46,0,0
3,46,46,0,0
4,47,47,0,0
5,48,48,0,0
6,49,49,0,0
7,48,48,0,0
8,49,49,0,0
9,50,50,0,0
10,47,47,0,0
11,47,47,0,0
12,46,46,0,0
13,45,45,0,0
14,44,44,0,0
15,46,46,0,0
16,47,47,0,0
17,48,48,0,0
18,48,48,0,0
19,46,46,0,0
20,46,46,0,0
21,48,48,0,0
22,51,51,0,0
23,51,51,0,0
24,48,48,0,0
25,47,47,0,0
26,47,47,0,0
27,48,48,0,0
28,51,51,0,0
29,52,52,0,0
30,52,52,0,0
31,54,54,0,0
32,55,55,0,0
33,55,55,0,0
34,54,54,0,0
35,52,52,0,0
36,53,53,0,0
37,52,52,0,0
38,53,53,0,0
39,54,54,0,0
40,52,52,0,0
41,51,51,0,0
42,53,53,0,0
43,53,53,0,0
44,56,56,0,0
45,59,59,0,0
46,58,58,0,0
47,58,58,0,0
48,57,57,0,0
49,55,55,0,0
50,55,55,0,0
51,53,53,0,0
52,53,53,0,0
53,53,53,0,0
54,54,54,0,0
55,57,57,0,0
56,58,58,0,0
57,58,58,0,0
58,59,59,0,0
59,57,57,0,0
60,57,57,0,0
61,57,57,0,0
62,58,58,0,0
63,60,60,0,0
64,60,60,0,0
65,59,59,0,0
66,59,59,0,0
67,58,58,0,0
68,58,58,0,0
69,59,59,0,0
70,61,61,0,0
71,62,62,0,0
72,61,61,0,0
73,60,60,0,0
74,59,59,0,0
75,55,55,0,0
76,54,54,0,0
77,55,55,0,0
78,58,58,0,0
79,62,62,0,0
80,67,67,0,0
81,68,68,0,0
82,64,64,0,0
83,63,63,0,0
84,61,61,0,0
85,60,60,0,0
86,64,64,0,0
87,64,64,0,0
88,63,63,0,0
89,63,63,0,0
90,60,60,0,0
91,65,65,0,0
92,67,67,0,0
93,67,67,0,0
94,66,66,0,0
95,63,63,0,0
96,61,61,0,0
97,61,61,0,0
98,63,63,0,0
99,65,65,0,0
100,66,66,0,0
101,66,66,0,0
102,66,66,0,0
103,66,66,0,0
104,67,67,0,0
105,71,71,0,0
106,74,74,0,0
107,77,77,0,0
108,78,78,0,0
109,77,77,0,0
110,77,77,0,0
111,76,76,0,0
112,75,75,0,0
113,74,74,0,0
114,72,72,0,0
115,73,73,0,0
116,74,74,0,0
117,74,74,0,0
118,74,74,0,0
119,73,73,0,0
120,72,72,0,0
121,73,73,0,0
122,71,71,0,0
123,70,70,0,0
124,70,70,0,0
125,70,70,0,0
126,69,69,0,0
127,68,68,0,0
128,65,65,0,0
129,63,63,0,0
130,62,62,0,0
131,61,61,0,0
132,61,61,0,0
133,61,61,0,0
134,63,63,0,0
135,64,64,0,0
136,63,63,0,0
137,64,64,0,0
138,63,63,0,0
139,61,61,0,0
140,60,60,0,0
141,60,60,0,0
142,59,59,0,0
143,63,63,0,0
144,64,64,0,0
145,65,65,0,0
146,67,67,0,0
147,68,68,0,0
148,69,69,0,0
149,70,70,0,0
150,69,69,0,0
151,66,66,0,0
152,65,65,0,0
153,65,65,0,0
154,66,66,0,0
155,67,67,0,0
156,67,67,0,0
157,68,68,0,0
158,69,69,0,0
159,66,66,0,0
160,63,63,0,0
161,63,63,0,0
162,61,61,0,0
163,64,64,0,0
164,66,66,0,0
165,64,64,0,0
166,63,63,0,0
167,61,61,0,0
168,63,63,0,0
169,67,67,0,0
170,72,72,0,0
171,75,75,0,0
172,76,76,0,0
173,76,76,0,0
174,74,74,0,0
175,75,75,0,0
176,77,77,0,0
177,76,76,0,0
178,78,78,0,0
179,81,81,0,0
180,82,82,0,0
181,83,83,0,0
182,84,84,0,0
183,83,83,0,0
184,81,81,0,0
185,83,83,0,0
186,81,81,0,0
187,78,78,0,0
188,77,77,0,0
189,74,74,0,0
190,72,72,0,0
191,71,71,0,0
192,73,73,0,0
193,76,76,0,0
194,79,79,0,0
195,82,82,0,0
196,82,82,0,0
197,81,81,0,0
198,82,82,0,0
