,Solar_Power,Today_GEN_Power,Solar_Voltage,Solar_Current,Line_Voltage,Line_Current,Line_Power,Inverter_Efficiency,Temperature,TTL_GEN_Power,AC_Frequency,RUN_Time,PF,DSP_ver,RUN
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:45,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:46,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:46,-49,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:46,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:46,-50,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:46,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:47,-49,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:47,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:47,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:47,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:47,-50,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:48,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:48,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:48,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:48,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:48,-48,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:49,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:49,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:49,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:49,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:49,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:50,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:50,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:50,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:50,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:50,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:51,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:51,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:51,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:51,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:51,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:52,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:52,-48,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:52,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:52,-49,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:52,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:53,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:53,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:53,-48,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:53,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:53,-49,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:54,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:54,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:54,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:54,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:54,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:55,-50,-30696,-50,0,0,0,0,0,0,0,0,0,0,0,0
15:39:55,-50,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:55,-49,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:55,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:55,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:56,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:56,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:56,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:56,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:56,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:57,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:57,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:57,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:57,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:57,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:58,-48,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:58,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:58,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:58,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:58,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:59,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:59,-49,-30696,-49,0,0,0,0,0,0,0,0,0,0,0,0
15:39:59,-49,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:39:59,-48,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:39:59,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:00,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:00,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:00,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:00,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:00,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:40:01,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:40:01,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
15:40:01,-48,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:40:01,-48,-30696,-48,0,0,0,0,0,0,0,0,0,0,0,0
