,alt,target,error,pid_result
0,1,1,0,0
1,-2,-2,0,0
2,3,3,0,0
3,6,6,0,0
4,5,5,0,0
5,-4,-4,0,0
6,-4,-4,0,0
7,1,1,0,0
8,1,1,0,0
9,-3,-3,0,0
10,-3,-3,0,0
11,-1,-1,0,0
12,3,3,0,0
13,5,5,0,0
14,2,2,0,0
15,1,1,0,0
16,2,2,0,0
17,0,0,0,0
18,-6,-6,0,0
19,-5,-5,0,0
20,-4,-4,0,0
21,-10,-10,0,0
22,-6,-6,0,0
23,1,1,0,0
24,3,3,0,0
25,0,0,0,0
26,0,0,0,0
27,5,5,0,0
28,8,8,0,0
29,6,6,0,0
30,4,4,0,0
31,4,4,0,0
32,0,0,0,0
33,-4,-4,0,0
34,-3,-3,0,0
35,1,1,0,0
36,0,0,0,0
37,-5,-5,0,0
38,-5,-5,0,0
39,-1,-1,0,0
40,-5,-5,0,0
41,-6,-6,0,0
42,0,0,0,0
43,1,1,0,0
44,0,0,0,0
45,2,2,0,0
46,7,7,0,0
47,5,5,0,0
48,4,4,0,0
49,4,4,0,0
50,-1,-1,0,0
51,0,0,0,0
52,4,4,0,0
53,5,5,0,0
54,7,7,0,0
55,6,6,0,0
56,1,1,0,0
57,0,0,0,0
58,-4,-4,0,0
59,0,-1,0,0
60,2,2,0,0
61,-2,-2,0,0
62,-5,-5,0,0
63,0,0,0,0
64,2,2,0,0
65,3,3,0,0
66,2,2,0,0
67,1,1,0,0
68,-2,-2,0,0
69,-2,-2,0,0
70,5,5,0,0
71,4,4,0,0
72,0,0,0,0
73,-2,-2,0,0
74,-1,-1,0,0
75,0,0,0,0
76,1,1,0,0
77,0,0,0,0
78,-2,-2,0,0
79,-6,-6,0,0
80,-8,-8,0,0
81,-4,-4,0,0
82,-2,-2,0,0
83,-3,-3,0,0
84,0,0,0,0
85,0,0,0,0
86,1,1,0,0
87,0,0,0,0
88,-2,-2,0,0
89,0,0,0,0
90,1,1,0,0
91,2,2,0,0
92,5,5,0,0
93,4,4,0,0
94,0,0,0,0
95,0,0,0,0
96,1,1,0,0
97,0,0,0,0
98,0,0,0,0
99,2,2,0,0
100,2,2,0,0
101,1,1,0,0
102,0,1,0,0
103,3,3,0,0
104,3,3,0,0
105,3,3,0,0
106,-1,-1,0,0
107,-7,-7,0,0
108,-3,-3,0,0
109,-7,-7,0,0
110,-11,-11,0,0
111,-6,-6,0,0
112,-7,-7,0,0
113,-4,-4,0,0
114,2,2,0,0
115,3,3,0,0
116,1,1,0,0
117,4,4,0,0
118,7,7,0,0
119,-3,-3,0,0
120,-4,-4,0,0
121,3,3,0,0
122,0,0,0,0
123,0,0,0,0
124,3,3,0,0
125,2,2,0,0
126,0,0,0,0
127,2,2,0,0
128,3,3,0,0
129,0,0,0,0
130,7,7,0,0
131,14,14,0,0
132,14,14,0,0
133,9,9,0,0
134,5,5,0,0
135,8,8,0,0
136,8,8,0,0
137,9,9,0,0
138,16,16,0,0
139,14,14,0,0
140,10,10,0,0
141,10,10,0,0
142,11,11,0,0
143,10,10,0,0
144,9,9,0,0
