,alt,target,error,pid_result
0,-83,-83,0,0
1,-84,-84,0,0
2,-86,-86,0,0
3,-86,-86,0,0
4,-81,-81,0,0
5,-80,-80,0,0
6,-82,-82,0,0
7,-80,-80,0,0
8,-79,-79,0,0
9,-77,-77,0,0
10,-73,-73,0,0
11,-77,-77,0,0
12,-81,-81,0,0
13,-78,-78,0,0
14,-81,-81,0,0
15,-79,-79,0,0
16,-82,-82,0,0
17,-88,-88,0,0
18,-90,-90,0,0
19,-90,-90,0,0
20,-88,-88,0,0
21,-84,-84,0,0
22,-81,-81,0,0
23,-81,-81,0,0
24,-83,-83,0,0
25,-81,-81,0,0
26,-84,-84,0,0
27,-81,-81,0,0
28,-75,-75,0,0
29,-77,-77,0,0
30,-80,-80,0,0
31,-76,-76,0,0
32,-77,-77,0,0
33,-81,-81,0,0
34,-83,-83,0,0
35,-84,-84,0,0
36,-79,-79,0,0
37,-81,-81,0,0
38,-80,-80,0,0
39,-73,-73,0,0
40,-71,-71,0,0
41,-80,-80,0,0
42,-86,-86,0,0
43,-85,-85,0,0
44,-83,-83,0,0
45,-79,-79,0,0
46,-76,-76,0,0
47,-80,-80,0,0
48,-83,-83,0,0
49,-87,-87,0,0
50,-87,-87,0,0
51,-83,-83,0,0
52,-78,-78,0,0
53,-67,-67,0,0
54,-65,-65,0,0
55,-73,-73,0,0
56,-79,-79,0,0
57,-80,-80,0,0
58,-80,-80,0,0
59,-81,-81,0,0
60,-78,-78,0,0
61,-75,-75,0,0
62,-73,-73,0,0
63,-74,-74,0,0
64,-74,-74,0,0
65,-76,-76,0,0
66,-77,-77,0,0
67,-77,-77,0,0
68,-79,-79,0,0
69,-77,-77,0,0
70,-73,-73,0,0
71,-74,-74,0,0
72,-77,-77,0,0
73,-78,-78,0,0
74,-76,-76,0,0
75,-77,-77,0,0
76,-80,-80,0,0
77,-80,-80,0,0
78,-78,-78,0,0
79,-84,-84,0,0
80,-74,-74,0,0
81,-74,-74,0,0
82,-77,-77,0,0
83,-74,-74,0,0
84,-71,-71,0,0
85,-73,-73,0,0
86,-74,-74,0,0
87,-73,-73,0,0
88,-74,-74,0,0
89,-72,-72,0,0
90,-66,-66,0,0
91,-71,-71,0,0
92,-76,-76,0,0
93,-76,-76,0,0
94,-75,-75,0,0
95,-74,-74,0,0
96,-71,-71,0,0
97,-71,-71,0,0
98,-74,-74,0,0
99,-80,-80,0,0
100,-82,-82,0,0
101,-78,-78,0,0
102,-83,-83,0,0
103,-83,-83,0,0
104,-73,-73,0,0
105,-72,-72,0,0
106,-76,-76,0,0
107,-80,-80,0,0
108,-82,-82,0,0
109,-80,-80,0,0
110,-76,-76,0,0
111,-76,-76,0,0
112,-76,-76,0,0
113,-77,-77,0,0
114,-77,-77,0,0
115,-74,-74,0,0
116,-70,-70,0,0
117,-67,-67,0,0
118,-71,-71,0,0
119,-77,-77,0,0
120,-75,-75,0,0
121,-69,-69,0,0
122,-67,-67,0,0
123,-70,-70,0,0
124,-72,-72,0,0
125,-70,-70,0,0
126,-75,-75,0,0
127,-79,-79,0,0
128,-80,-80,0,0
129,-83,-83,0,0
130,-80,-80,0,0
131,-73,-73,0,0
132,-76,-76,0,0
133,-81,-81,0,0
134,-77,-77,0,0
135,-73,-73,0,0
136,-71,-71,0,0
137,-73,-73,0,0
138,-73,-73,0,0
139,-74,-74,0,0
140,-81,-81,0,0
141,-84,-84,0,0
142,-81,-81,0,0
143,-75,-75,0,0
144,-73,-73,0,0
145,-71,-71,0,0
146,-70,-70,0,0
147,-71,-71,0,0
148,-69,-69,0,0
149,-67,-67,0,0
150,-70,-70,0,0
151,-77,-77,0,0
152,-78,-78,0,0
153,-76,-76,0,0
154,-75,-75,0,0
155,-76,-76,0,0
156,-81,-81,0,0
157,-82,-82,0,0
158,-80,-80,0,0
159,-84,-84,0,0
160,-77,-77,0,0
161,-69,-69,0,0
162,-73,-73,0,0
163,-75,-75,0,0
164,-72,-72,0,0
165,-72,-72,0,0
166,-76,-76,0,0
167,-78,-78,0,0
168,-79,-79,0,0
169,-79,-79,0,0
170,-80,-80,0,0
171,-80,-80,0,0
172,-80,-80,0,0
173,-77,-77,0,0
174,-75,-75,0,0
175,-80,-80,0,0
176,-79,-79,0,0
177,-75,-75,0,0
178,-73,-73,0,0
179,-70,-70,0,0
180,-68,-68,0,0
181,-70,-70,0,0
182,-71,-71,0,0
183,-68,-68,0,0
184,-67,-67,0,0
185,-71,-71,0,0
186,-71,-71,0,0
187,-69,-69,0,0
188,-73,-73,0,0
189,-77,-77,0,0
190,-77,-77,0,0
191,-74,-74,0,0
192,-72,-72,0,0
193,-70,-70,0,0
194,-69,-69,0,0
195,-69,-69,0,0
196,-68,-68,0,0
197,-68,-68,0,0
198,-75,-75,0,0
199,-78,-78,0,0
200,-71,-71,0,0
201,-71,-71,0,0
202,-75,-75,0,0
203,-75,-75,0,0
204,-72,-72,0,0
205,-72,-72,0,0
206,-74,-74,0,0
207,-75,-75,0,0
208,-75,-75,0,0
209,-73,-73,0,0
210,-73,-73,0,0
211,-72,-72,0,0
212,-70,-70,0,0
213,-72,-72,0,0
214,-73,-73,0,0
215,-68,-68,0,0
216,-68,-68,0,0
217,-67,-67,0,0
218,-70,-70,0,0
219,-78,-78,0,0
220,-74,-74,0,0
221,-72,-72,0,0
222,-76,-76,0,0
223,-75,-75,0,0
224,-71,-71,0,0
225,-62,-62,0,0
226,-60,-60,0,0
227,-59,-59,0,0
228,-62,-62,0,0
229,-69,-69,0,0
230,-74,-74,0,0
231,-72,-72,0,0
232,-70,-70,0,0
233,-74,-74,0,0
234,-70,-70,0,0
235,-61,-61,0,0
236,-62,-62,0,0
237,-61,-61,0,0
238,-60,-60,0,0
239,-65,-65,0,0
240,-67,-67,0,0
241,-67,-67,0,0
242,-62,-62,0,0
243,-54,-54,0,0
244,-55,-55,0,0
245,-60,-60,0,0
246,-60,-60,0,0
247,-64,-64,0,0
248,-64,-64,0,0
249,-51,-51,0,0
250,-49,-49,0,0
251,-60,-60,0,0
252,-63,-63,0,0
253,-68,-68,0,0
254,-81,-81,0,0
255,-88,-88,0,0
256,-89,-89,0,0
257,-89,-89,0,0
258,-92,-92,0,0
259,-88,-88,0,0
260,-89,-89,0,0
261,-95,-95,0,0
262,-97,-97,0,0
263,-103,-103,0,0
264,-106,-106,0,0
265,-103,-103,0,0
266,-97,-97,0,0
267,-91,-91,0,0
268,-99,-99,0,0
269,-109,-109,0,0
270,-106,-106,0,0
271,-99,-99,0,0
272,-94,-94,0,0
273,-100,-100,0,0
274,-106,-106,0,0
275,-104,-104,0,0
276,-96,-96,0,0
277,-94,-94,0,0
278,-98,-98,0,0
279,-88,-88,0,0
280,-81,-81,0,0
281,-90,-90,0,0
282,-99,-99,0,0
283,-94,-94,0,0
284,-79,-79,0,0
285,-72,-72,0,0
286,-70,-70,0,0
287,-60,-60,0,0
288,-57,-57,0,0
289,-69,-69,0,0
290,-90,-90,0,0
291,-117,-117,0,0
292,-118,-118,0,0
293,-93,-93,0,0
294,-66,-66,0,0
295,-54,-54,0,0
296,-48,-48,0,0
297,-27,-27,0,0
298,-16,-16,0,0
299,-24,-24,0,0
300,-38,-38,0,0
301,-44,-44,0,0
302,-43,-43,0,0
303,-40,-40,0,0
304,-24,-24,0,0
305,-9,-9,0,0
306,-5,-5,0,0
307,-1,-1,0,0
308,9,9,0,0
309,22,22,0,0
310,39,39,0,0
311,50,50,0,0
312,60,60,0,0
313,78,78,0,0
314,95,95,0,0
315,111,111,0,0
316,131,131,0,0
317,145,145,0,0
318,162,162,0,0
319,174,174,0,0
320,188,188,0,0
321,215,215,0,0
322,233,233,0,0
323,244,244,0,0
324,260,260,0,0
325,281,281,0,0
326,300,300,0,0
327,318,318,0,0
328,337,337,0,0
329,353,353,0,0
330,363,363,0,0
331,374,374,0,0
332,385,385,0,0
333,400,400,0,0
334,417,417,0,0
335,433,433,0,0
336,443,443,0,0
337,448,448,0,0
338,452,452,0,0
339,461,461,0,0
340,469,469,0,0
341,477,477,0,0
342,482,482,0,0
343,477,477,0,0
344,470,470,0,0
345,467,469,1,0
346,463,469,6,0
347,460,469,8,0
348,459,469,9,0
349,453,469,15,0
350,446,469,22,0
351,444,469,24,0
352,444,469,25,0
353,439,469,30,0
354,431,469,38,0
355,427,469,42,0
356,427,469,42,0
357,428,469,40,0
358,427,469,42,0
359,420,469,48,0
360,409,469,60,163
361,399,469,70,374
362,392,469,76,535
363,388,469,80,648
364,381,469,87,866
365,374,469,95,1118
366,368,469,101,1351
367,360,469,109,1672
368,357,469,111,1795
369,358,469,111,1779
370,353,469,115,1969
371,349,469,120,2208
372,343,469,126,2500
373,336,469,132,2851
