,alt,target,error,pid_result
0,-20,-20,0,0
1,-14,-14,0,0
2,-17,-17,0,0
3,-16,-16,0,0
4,-17,-17,0,0
5,-19,-19,0,0
6,-14,-14,0,0
7,-20,-20,0,0
8,-22,-22,0,0
9,-21,-21,0,0
10,-16,-16,0,0
11,-16,-16,0,0
12,-17,-17,0,0
13,-15,-15,0,0
14,-21,-21,0,0
15,-26,-26,0,0
16,-25,-25,0,0
17,-21,-21,0,0
18,-19,-19,0,0
19,-18,-18,0,0
20,-19,-19,0,0
21,-22,-22,0,0
22,-25,-25,0,0
23,-26,-26,0,0
24,-29,-29,0,0
25,-29,-29,0,0
26,-29,-29,0,0
27,-29,-29,0,0
28,-26,-26,0,0
29,-25,-25,0,0
30,-26,-26,0,0
31,-25,-25,0,0
32,-25,-25,0,0
33,-25,-25,0,0
34,-24,-24,0,0
35,-23,-23,0,0
36,-22,-22,0,0
37,-21,-21,0,0
38,-21,-21,0,0
39,-21,-21,0,0
40,-22,-22,0,0
41,-23,-23,0,0
42,-23,-23,0,0
43,-23,-23,0,0
44,-24,-24,0,0
45,-27,-27,34840,-28
46,-31,-31,0,0
47,-31,-31,0,0
48,-32,-32,0,0
49,-32,-32,0,0
50,-27,-27,0,0
51,-5,-5,0,0
52,-5,-5,0,0
53,-3,-3,0,0
54,0,0,0,0
55,5,5,0,0
56,5,5,0,0
57,3,3,0,0
58,2,2,0,0
59,0,0,0,0
60,0,0,0,0
61,-2,-2,0,0
62,-4,-4,0,0
63,-4,-4,0,0
64,-1,-1,0,0
65,1,1,0,0
66,3,3,0,0
67,4,4,0,0
68,2,2,0,0
69,0,0,0,0
70,-2,-2,0,0
71,-4,-4,0,0
