,alt,target,error,pid_result
0,-9,-9,0,0
1,-7,-7,0,0
2,-5,-5,0,0
3,-1,-1,0,0
4,-1,-1,0,0
5,-2,-2,0,0
6,-5,-5,0,0
7,-7,-7,0,0
8,-7,-7,0,0
9,-6,-6,0,0
10,-8,-8,0,0
11,-7,-7,0,0
12,-7,-7,0,0
13,-7,-7,0,0
14,-1,-1,0,0
15,1,1,0,0
16,4,4,0,0
17,5,5,0,0
18,4,4,0,0
19,3,3,0,0
20,3,3,0,0
21,3,3,0,0
22,2,2,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,-1,-1,0,0
27,2,2,0,0
28,2,2,0,0
29,0,0,0,0
30,-1,-1,0,0
31,-4,-4,0,0
32,-2,-2,0,0
33,-1,-1,0,0
34,0,0,0,0
35,0,0,0,0
36,-3,-3,0,0
37,-3,-3,0,0
38,-3,-3,0,0
39,-3,-3,0,0
40,0,0,0,0
41,4,4,0,0
42,9,9,0,0
43,15,15,0,0
44,20,20,0,0
45,26,26,0,0
46,33,33,0,0
47,39,39,0,0
48,45,45,0,0
49,50,50,0,0
50,51,51,0,0
51,54,54,0,0
52,56,56,0,0
53,56,56,0,0
54,57,57,0,0
55,59,59,0,0
56,61,61,0,0
57,64,64,0,0
58,68,68,0,0
59,72,72,0,0
60,72,72,0,0
61,70,70,0,0
62,67,67,0,0
63,65,65,0,0
64,66,66,0,0
65,71,71,0,0
66,80,80,0,0
67,88,88,0,0
68,94,94,0,0
69,99,99,0,0
70,101,101,0,0
71,104,104,0,0
72,104,104,0,0
73,107,107,0,0
74,111,111,0,0
75,111,111,0,0
76,113,113,0,0
77,114,114,0,0
78,114,114,0,0
79,116,116,0,0
80,117,117,0,0
81,117,117,0,0
82,115,115,0,0
83,111,111,0,0
84,107,107,0,0
85,104,104,0,0
86,105,105,0,0
87,105,105,0,0
88,103,103,0,0
89,103,103,0,0
90,102,102,0,0
91,104,104,0,0
92,106,106,0,0
93,104,104,0,0
94,103,103,0,0
95,100,100,0,0
96,100,100,0,0
97,100,100,0,0
98,100,100,0,0
99,101,101,0,0
100,101,101,0,0
101,103,103,0,0
102,104,104,0,0
103,104,104,0,0
104,104,104,0,0
105,103,103,0,0
106,105,105,0,0
107,104,104,0,0
108,103,103,0,0
109,106,106,0,0
110,104,104,0,0
111,106,106,0,0
112,106,106,0,0
113,106,106,0,0
114,107,107,0,0
115,105,105,0,0
116,106,106,0,0
117,107,107,0,0
118,105,105,0,0
119,108,108,0,0
120,113,113,0,0
121,116,116,0,0
122,122,122,0,0
123,125,125,0,0
124,123,123,0,0
125,122,122,0,0
126,120,120,0,0
127,119,119,0,0
128,120,120,0,0
129,120,120,0,0
130,122,122,0,0
131,122,122,0,0
132,121,121,0,0
133,122,122,0,0
134,123,123,0,0
135,126,126,0,0
136,127,127,0,0
137,126,126,0,0
138,125,125,0,0
139,120,120,0,0
140,118,118,0,0
141,116,116,0,0
142,115,115,0,0
143,117,117,0,0
144,120,120,0,0
145,124,124,0,0
146,130,130,0,0
147,129,129,0,0
148,128,128,0,0
149,129,129,0,0
150,126,126,0,0
151,126,126,0,0
152,125,125,0,0
153,122,122,0,0
154,120,120,0,0
155,121,121,0,0
156,122,122,0,0
157,121,121,0,0
158,122,122,0,0
159,122,122,0,0
160,123,123,0,0
161,125,125,0,0
162,125,125,0,0
163,126,126,0,0
164,127,127,0,0
165,126,126,0,0
166,128,128,0,0
167,128,128,0,0
168,127,127,0,0
169,127,127,0,0
170,126,126,0,0
171,127,127,0,0
172,128,128,0,0
173,130,130,0,0
174,130,130,0,0
175,128,128,0,0
176,127,127,0,0
177,125,125,0,0
178,127,127,0,0
179,129,129,0,0
180,129,129,0,0
181,131,131,0,0
182,131,131,0,0
183,128,131,2,0
184,125,131,5,0
185,120,131,10,0
186,118,131,12,0
187,120,131,10,0
188,121,131,9,0
189,123,131,7,0
190,122,131,8,0
191,119,131,11,0
192,118,131,12,0
193,120,131,10,0
194,120,131,10,0
195,120,131,10,0
196,125,131,5,0
197,128,131,2,0
198,131,131,0,0
199,130,131,0,0
200,126,131,3,0
201,122,131,8,0
202,118,131,12,0
203,113,131,17,0
204,107,131,23,0
205,103,131,27,0
206,102,131,28,0
207,102,131,28,0
208,103,131,27,0
209,102,131,28,0
210,97,131,33,0
211,92,131,38,0
212,82,131,48,0
213,71,131,59,175
214,64,131,66,319
215,59,131,71,455
216,57,131,73,516
217,55,131,75,564
218,53,131,77,649
219,51,131,79,701
220,52,131,78,661
221,53,131,77,643
222,53,131,77,636
223,54,131,76,602
224,55,131,75,567
225,58,131,72,498
226,59,131,71,468
227,59,131,71,465
228,57,131,73,507
229,54,131,76,597
230,53,131,77,654
231,49,131,81,768
232,47,131,83,843
233,47,131,84,857
234,48,131,82,818
235,49,131,81,774
236,50,131,80,722
237,50,131,80,748
238,47,131,83,845
239,45,131,85,924
240,45,131,85,916
241,49,131,82,788
242,55,131,75,584
243,57,131,73,513
244,56,131,74,557
245,54,131,76,613
246,50,131,80,736
247,49,131,81,769
248,50,131,80,750
249,51,131,79,703
250,50,131,80,724
251,48,131,82,820
252,47,131,83,840
253,47,131,83,837
254,45,131,85,905
255,46,131,84,872
256,42,131,88,1013
257,34840,38,131,92
258,41,131,89,1062
259,41,131,89,1061
260,39,131,91,1129
261,40,131,90,1090
262,41,131,89,1047
263,42,131,88,1019
264,40,131,90,1114
265,37,131,93,1239
266,34,131,96,1343
267,33,131,97,1372
268,35,131,95,1290
269,36,131,94,1244
270,36,131,94,1244
271,37,131,94,1243
272,36,131,94,1248
273,39,131,91,1130
274,41,131,89,1079
275,41,131,89,1079
276,42,131,88,1031
277,38,131,92,1177
278,34,131,96,1352
279,32,131,98,1446
280,28,131,102,1634
281,26,131,104,1705
282,26,131,104,1722
283,26,131,104,1709
284,30,131,100,1508
285,33,131,97,1394
286,33,131,97,1392
287,34,131,96,1366
288,34,131,96,1344
289,33,131,97,1401
290,35,131,95,1324
291,35,131,95,1299
292,34,131,96,1327
293,35,131,96,1326
294,32,131,98,1413
