,Solar_Power,Today_GEN_Power,Solar_Voltage,Solar_Current,Line_Voltage,Line_Current,Line_Power,Inverter_Efficiency,Temperature,TTL_GEN_Power,AC_Frequency,RUN_Time,PF,DSP_ver,RUN
15:48:27,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:32,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:37,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:42,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:47,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:52,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:48:57,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:02,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:07,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:12,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:17,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:22,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:49:27,-75,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:32,-75,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:37,-75,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:42,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:47,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:52,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:49:57,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:02,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:07,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:12,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:17,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:22,-76,-30696,-76,0,0,0,0,0,0,0,0,0,0,0,0
15:50:27,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:50:32,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:50:37,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
15:50:42,-75,-30696,-75,0,0,0,0,0,0,0,0,0,0,0,0
