,Solar_Power,Today_GEN_Power,Solar_Voltage,Solar_Current,Line_Voltage,Line_Current,Line_Power,Inverter_Efficiency,Temperature,TTL_GEN_Power,AC_Frequency,RUN_Time,PF,DSP_ver,RUN
16:16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:55,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:56,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:57,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:58,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:16:59,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:17:00,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
