,alt,target,error,pid_result
0,6,6,0,0
1,6,6,0,0
2,6,6,0,0
3,6,6,0,0
4,8,8,0,0
5,8,8,0,0
6,8,8,0,0
7,10,10,0,0
8,10,10,0,0
9,11,11,0,0
10,9,9,0,0
11,7,7,0,0
12,4,4,0,0
13,2,2,0,0
14,2,2,0,0
15,2,2,0,0
16,2,2,0,0
17,3,3,0,0
18,4,4,0,0
19,5,5,0,0
20,4,4,0,0
21,5,5,0,0
22,4,4,0,0
23,6,6,0,0
24,7,7,0,0
25,9,9,0,0
26,6,6,0,0
27,2,2,0,0
28,4,4,0,0
29,4,4,0,0
30,5,5,0,0
31,4,4,0,0
32,2,2,0,0
33,3,3,0,0
34,4,4,0,0
35,6,6,0,0
36,7,7,0,0
37,7,7,0,0
38,8,8,0,0
39,10,10,0,0
40,13,13,0,0
41,14,14,0,0
42,15,15,0,0
43,14,14,0,0
44,14,14,0,0
45,12,12,0,0
46,11,11,0,0
47,8,8,0,0
48,7,7,0,0
49,6,6,0,0
50,8,8,0,0
51,10,10,0,0
52,11,11,0,0
53,11,11,0,0
54,10,10,0,0
55,10,10,0,0
56,10,10,0,0
57,12,12,0,0
58,15,15,0,0
59,13,13,0,0
60,14,14,0,0
61,12,12,0,0
62,9,9,0,0
63,9,9,0,0
64,6,6,0,0
65,6,6,0,0
66,9,9,0,0
67,15,15,0,0
68,20,20,0,0
69,23,23,0,0
70,24,24,0,0
71,21,21,0,0
72,21,21,0,0
73,23,23,0,0
74,24,24,0,0
75,24,24,0,0
76,15,15,0,0
77,12,12,0,0
78,12,12,0,0
79,15,15,0,0
80,17,17,0,0
81,20,20,0,0
82,21,21,0,0
83,21,21,0,0
84,20,20,0,0
85,18,18,0,0
86,16,16,0,0
87,16,16,0,0
88,16,16,0,0
89,19,19,0,0
90,23,23,0,0
91,24,24,0,0
92,26,26,0,0
93,26,26,0,0
94,24,24,0,0
95,21,21,0,0
96,16,16,0,0
97,15,15,0,0
98,13,13,0,0
99,13,13,0,0
100,14,14,0,0
101,15,15,0,0
102,26,26,0,0
103,25,25,0,0
104,22,22,0,0
105,20,20,0,0
106,23,23,0,0
107,26,26,0,0
108,26,26,0,0
109,25,25,0,0
110,23,23,0,0
111,20,20,0,0
112,18,18,0,0
113,19,19,0,0
114,20,20,0,0
115,21,21,0,0
116,23,23,0,0
117,25,25,0,0
118,26,26,0,0
119,26,26,0,0
120,29,29,0,0
121,28,28,0,0
122,29,29,0,0
123,31,31,0,0
124,30,30,0,0
125,30,30,0,0
126,30,30,0,0
127,30,30,0,0
128,27,27,0,0
129,24,24,0,0
130,20,20,0,0
131,19,19,0,0
132,20,20,0,0
133,22,22,0,0
134,22,22,0,0
135,21,21,0,0
136,22,22,0,0
137,24,24,0,0
138,27,27,0,0
139,28,28,0,0
140,26,26,0,0
141,25,25,0,0
142,25,25,0,0
143,27,27,0,0
144,30,30,0,0
145,29,29,0,0
146,29,29,0,0
147,29,29,0,0
148,26,26,0,0
149,28,28,0,0
150,30,30,0,0
151,28,28,0,0
152,28,28,0,0
153,24,24,0,0
154,21,21,0,0
155,19,19,0,0
156,21,21,0,0
157,23,23,0,0
158,25,25,0,0
159,26,26,0,0
160,20,20,0,0
161,18,18,0,0
162,17,17,0,0
163,20,20,0,0
164,22,22,0,0
165,25,25,0,0
166,25,25,0,0
167,24,24,0,0
168,24,24,0,0
169,26,26,0,0
170,29,29,0,0
171,27,27,0,0
172,28,28,0,0
173,28,28,0,0
174,29,29,0,0
175,32,32,0,0
176,32,32,0,0
177,31,31,0,0
178,29,29,0,0
179,28,28,0,0
180,28,28,0,0
181,27,27,0,0
182,24,24,0,0
183,22,22,0,0
184,19,19,0,0
185,18,18,0,0
186,20,20,0,0
187,22,22,0,0
188,26,26,0,0
189,25,25,0,0
190,23,23,0,0
191,24,24,0,0
192,24,24,0,0
193,28,28,0,0
194,34,34,0,0
195,35,35,0,0
196,33,33,0,0
197,29,29,0,0
198,23,23,0,0
199,23,23,0,0
200,25,25,0,0
201,31,31,0,0
202,32,32,0,0
203,30,30,0,0
204,29,29,0,0
205,28,28,0,0
206,25,25,0,0
207,25,25,0,0
208,25,25,0,0
209,25,25,0,0
210,28,28,0,0
211,28,28,0,0
212,28,28,0,0
213,28,28,0,0
214,27,27,0,0
215,27,27,0,0
216,28,28,0,0
217,29,29,0,0
218,28,28,0,0
219,29,29,0,0
220,30,30,0,0
221,29,29,0,0
222,28,28,0,0
223,30,30,0,0
224,30,30,0,0
225,30,30,0,0
226,31,31,0,0
227,30,30,0,0
228,29,29,0,0
229,31,31,0,0
230,31,31,0,0
231,30,30,0,0
232,32,32,0,0
233,32,32,0,0
234,32,32,0,0
235,31,31,0,0
236,29,29,0,0
237,28,28,0,0
238,28,28,0,0
239,26,26,0,0
240,23,23,0,0
241,21,21,0,0
242,22,22,0,0
243,26,26,0,0
244,31,31,0,0
245,37,37,0,0
246,38,38,0,0
247,38,38,0,0
248,38,38,0,0
249,34,34,0,0
250,33,33,0,0
251,33,33,0,0
252,35,35,0,0
253,35,35,0,0
254,35,35,0,0
255,34,34,0,0
256,32,32,0,0
257,30,30,0,0
258,28,28,0,0
259,27,27,0,0
260,27,27,0,0
261,27,27,0,0
262,27,27,0,0
263,26,26,0,0
264,23,23,0,0
265,21,21,0,0
266,22,22,0,0
267,22,22,0,0
268,27,27,0,0
269,32,32,0,0
270,33,33,0,0
271,36,36,0,0
272,37,37,0,0
273,36,36,0,0
274,37,37,0,0
275,35,35,0,0
276,33,33,0,0
277,32,32,0,0
278,27,27,0,0
279,28,28,0,0
280,27,27,0,0
281,28,28,0,0
282,28,28,0,0
283,26,26,0,0
284,26,26,0,0
285,27,26,0,0
286,30,30,0,0
287,32,32,0,0
288,32,32,0,0
289,31,31,0,0
290,30,30,0,0
291,30,30,0,0
292,30,30,0,0
293,32,32,0,0
294,31,31,0,0
295,28,28,0,0
296,27,27,0,0
297,27,27,0,0
298,28,28,0,0
299,30,30,0,0
300,30,30,0,0
301,31,31,0,0
302,32,32,0,0
303,31,31,0,0
304,32,32,0,0
305,31,31,0,0
306,31,31,0,0
307,35,35,0,0
308,35,35,0,0
309,38,38,0,0
310,36,36,0,0
311,32,32,0,0
312,31,31,0,0
313,29,29,0,0
314,30,30,0,0
315,35,35,0,0
316,36,36,0,0
317,39,39,0,0
318,36,36,0,0
319,34,34,0,0
320,33,33,0,0
321,31,31,0,0
322,34,34,0,0
323,33,33,0,0
324,34,34,0,0
325,36,36,0,0
326,38,38,0,0
327,41,41,0,0
328,40,40,0,0
329,39,39,0,0
330,36,36,0,0
331,34,34,0,0
332,33,33,0,0
333,33,33,0,0
334,33,33,0,0
335,35,35,0,0
336,38,38,0,0
337,38,38,0,0
338,37,37,0,0
339,35,35,0,0
340,34,34,0,0
341,32,32,0,0
342,31,31,0,0
343,33,33,0,0
344,34,34,0,0
345,36,36,0,0
346,39,39,0,0
347,39,39,0,0
348,39,39,0,0
349,39,39,0,0
350,39,39,0,0
