,Solar_Power,Today_GEN_Power,Solar_Voltage,Solar_Current,Line_Voltage,Line_Current,Line_Power,Inverter_Efficiency,Temperature,TTL_GEN_Power,AC_Frequency,RUN_Time,PF,DSP_ver,RUN
15:37:18,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:18,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-43,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:19,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:20,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:20,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:20,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:20,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:20,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:21,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:21,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:21,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:21,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:21,-45,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:22,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:22,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:22,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:22,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:22,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:23,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:23,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:23,-43,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:23,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:23,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:24,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:24,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:24,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:24,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:24,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:25,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:25,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:25,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:25,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:25,-44,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:26,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:26,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:26,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:26,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:27,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:27,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:27,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:27,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:27,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:28,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:28,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:28,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:28,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:28,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:29,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:29,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:29,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:29,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:29,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:30,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:30,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:30,-43,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:30,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:30,-44,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:31,-43,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:31,-43,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:31,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:31,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:31,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:32,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:32,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:32,-45,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:32,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:32,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:33,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:33,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:33,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:33,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:33,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:34,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:34,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:34,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:34,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:34,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:35,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:35,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:35,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:35,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:35,-44,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:36,-45,-30696,-46,0,0,0,0,0,0,0,0,0,0,0,0
15:37:36,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:36,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:36,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:36,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:37,-44,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:37,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:37,-44,-30696,-43,0,0,0,0,0,0,0,0,0,0,0,0
15:37:37,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:37,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:38,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:38,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:38,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:38,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:38,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:39,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:39,-44,-30696,-44,0,0,0,0,0,0,0,0,0,0,0,0
15:37:39,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:39,-46,-30696,-46,0,0,0,0,0,0,0,0,0,0,0,0
15:37:39,-46,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:37:40,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:37:40,-47,-30696,-47,0,0,0,0,0,0,0,0,0,0,0,0
15:37:40,-47,-30696,-46,0,0,0,0,0,0,0,0,0,0,0,0
15:37:40,-46,-30696,-46,0,0,0,0,0,0,0,0,0,0,0,0
15:37:40,-46,-30696,-46,0,0,0,0,0,0,0,0,0,0,0,0
15:37:41,-46,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:41,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:41,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:41,-46,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
15:37:41,-45,-30696,-45,0,0,0,0,0,0,0,0,0,0,0,0
